track_id,album_id,artist_id,track,artist,album_name,played_at,album_date,album_pic,duration_ms,genres
2VQ0jbAidysPBubypprThV,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Sé de un lugar,Triana,El patio 40 Aniversario,2026-05-03T16:23:51,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,429120,Flamenco/Flamenco Pop/Progressive Rock
3OkkbEpEUocDtiDjqC1CW0,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Recuerdos de una noche,Triana,El patio 40 Aniversario,2026-05-03T16:16:20,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,282400,Flamenco/Flamenco Pop/Progressive Rock
12aazepVJE48YobDCKI6E5,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Luminosa mañana,Triana,El patio 40 Aniversario,2026-05-03T16:11:50,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,240853,Flamenco/Flamenco Pop/Progressive Rock
3XZD0qEHYoCTnQe9ps8HeQ,7oT1CbeyKlCJOsxmELnMMW,5hlBb5u8K5D8yrL8jwZ7N9,Abre la puerta,Triana,El patio 40 Aniversario,2026-05-03T16:07:51,2015-04-28,https://i.scdn.co/image/ab67616d00001e02a97a230cff27c947617b5a27,590240,Flamenco/Flamenco Pop/Progressive Rock
5f565QK5b34kOGyQYvHXd6,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,KD,NEU!,NEU!,2026-05-03T15:53:21,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,115120,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
2N58c77aEhAPk1FigknwIc,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,November,NEU!,NEU!,2026-05-03T15:51:21,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,102933,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
1Z1fqYVgMermcLcbSeLngr,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Good Life,NEU!,NEU!,2026-05-03T15:50:07,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,221573,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
3p5NtypHWlGJutvA7iOfrd,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Vier ½,NEU!,NEU!,2026-05-03T15:45:50,2010-05-07,https://i.scdn.co/image/ab67616d00001e023ed258c50794a90b4ca6c092,61333,Krautrock/Proto-punk/Space Rock/Art Rock/Avant-garde
73RVbX3YhvDYTSyrzKguSi,2U4JHXMiBxsKH4dnYEQg2g,7AC976RDJzL2asmZuz7qil,Parallels - 2003 Remaster,Yes,Going for the One (Deluxe Edition),2026-05-04T15:55:43,1977,https://i.scdn.co/image/ab67616d00001e02fff6321a79c0ba5e4e7f5125,353906,Progressive Rock/Art Rock/Aor
0VLETiR8ft4wZHlCQf3UAf,2DZEwt8Lhz6PuqxsJWF7Ap,3Uz6jx81OY2J5K8Z4wmy2P,Freefall,Camel,Mirage,2026-05-04T14:34:53,1974-01-01,https://i.scdn.co/image/ab67616d00001e0211537abd008a150b3f88dcaf,352853,Progressive Rock/Art Rock/Space Rock/Psychedelic Rock/Krautrock
7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-04T14:28:54,1974-08-20,https://i.scdn.co/image/ab67616d00001e0221f30a269efd534c28c2e8a3,398467,Progressive Rock/Krautrock/Avant-garde
3aPHB4pU4fPbPqcoSng1K0,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,No U Turn - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-04T14:22:24,1989,https://i.scdn.co/image/ab67616d00001e02554a20c25a51b6d57c2d489d,264133,Italian Singer-songwriter/Singer-songwriter
3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T14:17:54,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,619800,Progressive Rock/Art Rock/Krautrock/Space Rock
5ttK7WjqbTfeyeZVUKWJkF,1INPNU4BLdbKeLQqcYTGnx,0yNLKJebCb8Aueb54LYya3,Academic,New Order,Music Complete,2026-05-04T14:07:24,2015-09-25,https://i.scdn.co/image/ab67616d00001e0260f1195a2312a742728b3f15,354866,New Wave/Synthpop/Post-punk/Madchester
5uyJ7fbjk6xZzt5UL5jcQg,2ODAEaYlqS88SU4ZZu1bI6,0yNLKJebCb8Aueb54LYya3,True Faith - 2015 Remaster,New Order,Singles (2016 Remaster),2026-05-04T14:01:55,2005-09-30,https://i.scdn.co/image/ab67616d00001e02f142205e336ec0af3e1a4eb0,252053,New Wave/Synthpop/Post-punk/Madchester
7HDWE2Ib7cjkhzULV4K8y3,0OWIVcNE4aItrlRvMUVueO,762310PdDnwsDxAQxzQkfX,It's No Good,Depeche Mode,Ultra (Deluxe),2026-05-04T13:57:24,1997-04-14,https://i.scdn.co/image/ab67616d00001e0220320a34fbaf5fe1640e8e91,358520,New Wave/Synthpop/Darkwave
4xMIvU75BVq0UOB5fi7Vgb,0OWIVcNE4aItrlRvMUVueO,762310PdDnwsDxAQxzQkfX,Only When I Lose Myself - Single Version,Depeche Mode,Ultra (Deluxe),2026-05-04T13:51:24,1997-04-14,https://i.scdn.co/image/ab67616d00001e0220320a34fbaf5fe1640e8e91,274000,New Wave/Synthpop/Darkwave
4WoKuMjwJXuy9IqX6AH5JE,5wfikaEZXnQTXWBZ5osw9A,762310PdDnwsDxAQxzQkfX,People Are People,Depeche Mode,Some Great Reward (Deluxe),2026-05-04T13:46:58,1984-09-24,https://i.scdn.co/image/ab67616d00001e02b01f868ecc62e809af0dd63b,231973,New Wave/Synthpop/Darkwave
6Rr6wXmEx6w6dsBuqqKJa3,0Tg76MY2wNK4j37iCb6qyH,762310PdDnwsDxAQxzQkfX,Halo,Depeche Mode,Violator (Deluxe),2026-05-04T13:46:36,1990-03-19,https://i.scdn.co/image/ab67616d00001e02234bbbad4dce31cd2950af3e,270186,New Wave/Synthpop/Darkwave
1VEIMGVXj7713dHY9gZLyU,0Tg76MY2wNK4j37iCb6qyH,762310PdDnwsDxAQxzQkfX,Waiting for the Night,Depeche Mode,Violator (Deluxe),2026-05-04T13:46:19,1990-03-19,https://i.scdn.co/image/ab67616d00001e02234bbbad4dce31cd2950af3e,367373,New Wave/Synthpop/Darkwave
5tb8T4WJ5SULuf8lNkVfEp,06we4RiGhODMsbAPWmogy2,762310PdDnwsDxAQxzQkfX,The Things You Said,Depeche Mode,Music for the Masses (Deluxe),2026-05-04T13:46:18,1987-09-28,https://i.scdn.co/image/ab67616d00001e0213ccc3e363f27a4a3d06d1b1,242893,New Wave/Synthpop/Darkwave
3EZVUewtbfJMuiu21SxRaH,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,A Plague Of Lighthouse Keepers - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:18,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,1397760,Progressive Rock/Art Rock/Krautrock/Space Rock
2MEgNX56NePhc8o9jxmUXm,6x7S6u9Cx2S0JD48nPsavE,762310PdDnwsDxAQxzQkfX,Higher Love,Depeche Mode,Songs of Faith and Devotion (Deluxe),2026-05-04T13:46:17,1993-03-22,https://i.scdn.co/image/ab67616d00001e02029fe2605ca0c2edd929658f,356360,New Wave/Synthpop/Darkwave
74jEbB6r3UkKhjIOcJjkVN,0toDuabaPv8Pa2KGI88eB7,0kbYTNQb4Pb1rPbbaF0pT4,Portia,Miles Davis,Tutu,2026-05-04T13:46:17,1986-12,https://i.scdn.co/image/ab67616d00001e02599dfe976032830e5ec68945,380133,Jazz/Cool Jazz/Hard Bop/Bebop/Jazz Fusion/Jazz Ballads/Free Jazz
4u6tu5K2M4DvEdZXDGfzzd,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Theme One - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:17,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,190213,Progressive Rock/Art Rock/Krautrock/Space Rock
5PtndrR1yYsj2BSoo89S6w,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:17,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,622533,Progressive Rock/Art Rock/Krautrock/Space Rock
5yAcJtUiOFTdvePkHb4hs8,0Zp2eVzR9FW6lKX05lRpcu,762310PdDnwsDxAQxzQkfX,New Life,Depeche Mode,Speak and Spell (Deluxe),2026-05-04T13:46:17,1981-11-02,https://i.scdn.co/image/ab67616d00001e0288ffe8c41647856e6fa5e1ab,224173,New Wave/Synthpop/Darkwave
3mHj3cBY3bKYuMb3z0lRVS,0c2eDi1S58XzaqxwOC1FMZ,762310PdDnwsDxAQxzQkfX,Personal Jesus - Acoustic,Depeche Mode,"Violator | The 12"" Singles",2026-05-04T13:46:17,2022-04-01,https://i.scdn.co/image/ab67616d00001e02972ac79d249efed1c7b2c8c1,206708,New Wave/Synthpop/Darkwave
4QeEhsFQOJZye2FlRQcf7j,1Kn7Ds2UpJTdpBj7oweUh7,4lianjyuR1tqf6oUX8kjrZ,"Amore Che Vieni, Amore Che Val",Franco Battiato,Fleurs,2026-05-04T13:46:17,1999-01-01,https://i.scdn.co/image/ab67616d00001e0250d73c3af790971dc61ba9aa,147680,Italian Singer-songwriter/Singer-songwriter
37uZo8Kg2vDcCkD2yA4YeT,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,W - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T13:46:16,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,275893,Progressive Rock/Art Rock/Krautrock/Space Rock
1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-04T10:47:14,1976,https://i.scdn.co/image/ab67616d00001e02c867681ddaff9580f6d2b81b,344293,New Age
3fCM5oy8dWngCNyGkGnVcD,41sJTFyarp4aKHcTGjIKnU,1yTEkYjWeeo4ANkbvUTiFG,Andy Nogger,Kraan,Andy Nogger,2026-05-04T08:47:11,1974-01-01,https://i.scdn.co/image/ab67616d00001e02f47c72a7afdc181e134220d0,228800,Krautrock/Progressive Rock/Space Rock/Jazz Fusion
1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-04T08:43:11,2002-05-21,https://i.scdn.co/image/ab67616d00001e0216660bdee4d8da89c5f6a2c3,241826,Progressive Rock/Italian Singer-songwriter/Art Rock
54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T08:39:11,2001,https://i.scdn.co/image/ab67616d00001e0221abc35447440ad3a552fd3a,741960,
54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-04T08:27:28,2001,https://i.scdn.co/image/ab67616d00001e0221abc35447440ad3a552fd3a,741960,
5PtndrR1yYsj2BSoo89S6w,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T08:09:53,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,622533,Progressive Rock/Art Rock/Krautrock/Space Rock
06A2v1vXdG6WISnC18RcbL,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Lemmings (Including Cog) - New Stereo Mix 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-04T07:59:45,1971-10-05,https://i.scdn.co/image/ab67616d00001e02527ee3d75970c28541f81b50,699866,Progressive Rock/Art Rock/Krautrock/Space Rock
6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-04T07:43:58,1972,https://i.scdn.co/image/ab67616d00001e02e444bb93262f5b95d3cc6db3,1006400,Progressive Rock/Italian Singer-songwriter/Art Rock
