index,track_id,album_id,artist_id,track,artist,album_name,played_at,duration_ms,plays,dt,unique_days_score,track_score
20,3UidBOm9Cl9N7tfLAtHHpo,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,La Conquista Della Posizione Eretta,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-01T10:37:02,599293,1,2026-05-01,1.5,4.9
21,5TjLHZ8tPECmCgR2LvlFWd,6JHd5ZgLC06c0Id5e2Vbz3,1MD5pgVzlusqGyuSTcTxvu,La grande Pasqua russa,Premiata Forneria Marconi,PFM in Classic - Da Mozart a Celebration,2026-05-01T10:37:02,437943,1,2026-05-01,1.5,4.62
22,6wNZa5e5DVBwMbqB4uYuXp,0Ft1jEOyGY74ZgHb1FYO4U,4RuYtHjAKBufQRqBUMiOfK,750.000 anni fa... l'amore?,Banco Del Mutuo Soccorso,Darwin!,2026-05-01T10:37:02,338093,2,2026-05-01,3.0,7.51
23,7l2Gh3fSaknNtzOxFuadeC,3gISC18IyM5W4fd3bVz9hk,1MD5pgVzlusqGyuSTcTxvu,Nuvole Nere,Premiata Forneria Marconi,Serendipity,2026-05-01T10:37:01,247133,3,2026-05-01,4.5,10.09
24,3yllEGh0om4VrFThDlFXXY,7cLNFRklt2EupipdILxJc7,7nQZVqkaUxa3A62UJSisSB,Il giro del cappio,La coscienza di Zeno,La notte anche di giorno,2026-05-01T10:37:01,323053,1,2026-05-01,1.5,4.35
25,2sG6kG8mEDaiv7AN0TJ310,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Apparenza e realtà,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-01T10:37:01,218880,3,2026-05-01,4.5,9.98
26,0dkkRsEy6Td8ocFG1ACLsT,0V7yj1nGYDsBjlMrsI5w5C,4RuYtHjAKBufQRqBUMiOfK,Non mi rompete,Banco Del Mutuo Soccorso,Io Sono Nato Libero,2026-05-01T07:03:36,307106,1,2026-05-01,1.5,4.3100000000000005
27,5sR0z233pgvP2D7w39qCZe,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Drive (Grundfunken),NEU!,NEU!,2026-05-02T19:28:28,313626,1,2026-05-02,1.5,4.33
28,4RMMYBTQ35CCRNx4nlAANq,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Crazy,NEU!,NEU!,2026-05-02T19:23:01,194226,1,2026-05-02,1.5,3.94
29,3776wlNwK1mLH4ycuBNuWn,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Dänzing,NEU!,NEU!,2026-05-02T19:19:37,305946,1,2026-05-02,1.5,4.3100000000000005
30,2BqHy0cZJnERHLaDpX2jdy,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Intro,NEU!,NEU!,2026-05-02T19:16:53,33826,1,2026-05-02,1.5,2.95
31,6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-02T19:16:34,607426,5,2026-05-02,4.5,13.44
32,0Rumj64tAP1jhImDkzple6,3oUXNITVgUpdN2cUwH3hmS,0ifzzRKdmtgaHy9cfnnyCR,Focus II,Focus,Moving Waves,2026-05-02T19:06:35,243666,2,2026-05-02,3.0,7.21
33,3FNgaN6nlCk8o3viucsVIL,0BOPrAV0Lk52MXS2d52uOO,0ifzzRKdmtgaHy9cfnnyCR,Janis - Remastered,Focus,Moving Waves (2020 Remastered Edition),2026-05-02T19:02:04,188893,1,2026-05-02,1.5,3.92
34,1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-02T18:59:04,241826,5,2026-05-02,4.5,12.55
35,0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-02T18:53:03,425120,3,2026-05-02,4.5,10.6
36,5FvRkKujcquFV4wma9QAfj,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,Indiscipline,King Crimson,Discipline,2026-05-02T18:45:34,273000,1,2026-05-02,1.5,4.21
37,2gK9dAy6TgeOYvdlspWbdU,0HoF3Ir1IYbIkvrxXrLGOB,7AC976RDJzL2asmZuz7qil,Into the Lens,Yes,Drama (Deluxe Edition),2026-05-02T18:40:37,512333,3,2026-05-02,4.5,10.78
38,0TMKja08JBRFwkdpl9IpI3,1n6mujGDmusUYHfuFtZZvJ,02frazNrWgZCxUEf4UTfHt,Killer - Remastered 2021,Van Der Graaf Generator,"H To He, Who Am The Only One (Deluxe)",2026-05-02T18:13:59,498040,3,2026-05-02,4.5,10.75
39,46dxvP1IF5TdcKG42GkDF4,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,The Night Watch,King Crimson,Starless And Bible Black,2026-05-02T18:05:28,281611,2,2026-05-02,3.0,7.34
40,1JrNAxiq1o57wxuI9aX6KJ,1meW8yyx76RPZebO32VwrB,6w6z8m4WXX7Tub4Rb6Lu7R,Teacher - Single Mix; 2001 Remaster,Jethro Tull,Benefit,2026-05-02T18:00:02,227520,1,2026-05-02,1.5,4.07
41,0KvGvUJAPTHtiyCtEnfXCm,6KUBy7zjq9mkKRR7CJSGBM,7K2LDhsZ8A4LKlLPPpcKFS,Nymphenburger,East Of Eden,Snafu,2026-05-02T17:33:15,375693,1,2026-05-02,1.5,4.48
42,5TQ2pztJIwLEPrzuSIsBmF,2zYEcirgirihBtUr9ninD6,1SQRv42e4PjEYfPhS0Tk9E,Animal Farm - 2018 Stereo Remaster,The Kinks,The Kinks Are the Village Green Preservation Society,2026-05-02T17:26:45,181533,1,2026-05-02,1.5,3.8899999999999997
43,4JvjCMPpXVldRhM0mxheub,6DMU0YvLjgcpHddObNP8A6,7AC976RDJzL2asmZuz7qil,Don't Kill the Whale,Yes,Tormato (Deluxe Edition),2026-05-02T17:23:45,235866,2,2026-05-02,3.0,7.18
44,7oITpghqeYM0RfRK17efLY,7F6dgfm0QnJvDAXux6spJq,1MD5pgVzlusqGyuSTcTxvu,Cyber Alpha,Premiata Forneria Marconi,Stati Di Immaginazione,2026-05-02T17:19:45,268146,2,2026-05-02,3.0,7.3
45,5cpKDL7ArW8F2JtUk0wuQM,4YsXD5Zmj8wjmPzPzUEDZh,1iTlOqIrZy8DlvCPJY2sjS,The Vanilla Queen,Golden Earring,Moontan,2026-05-02T17:11:47,556293,1,2026-05-02,1.5,4.83
46,2A3WfAbX9KHMQhewdpUiok,3OQX2EwYNN3FVKuUVLkVOL,5hlBb5u8K5D8yrL8jwZ7N9,Tu frialdad,Triana,Un Encuentro,2026-05-02T16:23:21,263506,1,2026-05-02,1.5,4.18
47,7HDv9WfmLNinEJx8iZIE1m,659kn6tY6zC9jy56kzIW51,1CD77o9fbdyQFrHnUPUEsF,Dream Gerrard,Traffic,When The Eagle Flies,2026-05-02T15:56:13,662173,2,2026-05-02,3.0,8.14
48,6K3q2FCBIIKcoKkmT6M6NL,3tYOO1SUShFTDag2iNbzlu,0ifzzRKdmtgaHy9cfnnyCR,Eruption - Live,Focus,vol huis (Live),2026-05-02T15:45:13,556495,1,2026-05-02,1.5,4.83
49,4CRWWNAnZVmzyghvlFIGQm,0BD0bKRAFt8Z5q2NqCTPsN,3Uz6jx81OY2J5K8Z4wmy2P,Rhayader Goes To Town - Remastered 2023,Camel,The Snow Goose (2023 Remastered & Expanded Edition),2026-05-02T15:35:13,320133,1,2026-05-02,1.5,4.35
50,7m6T2wUj2CWjKkMbv42ZEo,2bG4ZJ2X6pUwOqPgk7Mgrg,1SQRv42e4PjEYfPhS0Tk9E,Shangri-La (2019 Remaster),The Kinks,Arthur or the Decline and Fall of the British Empire (Deluxe),2026-05-02T15:30:13,320527,3,2026-05-02,4.5,10.33
51,47sJPdCkjVfLJWBFhwJiuE,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,The Sheltering Sky,King Crimson,Discipline,2026-05-02T15:24:43,502480,4,2026-05-02,6.0,13.54
52,3RpQJrHPISBYkIYaoL4leS,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,Lament,King Crimson,Starless And Bible Black,2026-05-02T15:16:13,245318,3,2026-05-02,4.5,10.09
53,5LP10C87Y5YnToBtwsxojk,7bJytEOVzTT0TIYfL18hU9,5A0MH7JfEBEMySevsmauds,Moon In June,Soft Machine,Third,2026-05-02T15:12:13,1147200,1,2026-05-02,1.5,5.5
54,1650LUcd7pCPN6oLjUs3s7,2vqzKJO8HeMffaSHxg74ln,1BGN1IdyiSR0ZYrkoKNchl,Ricochet (Part One) - Live From Europe/1975 / 1995 Digital Remaster,Tangerine Dream,The Virgin Years: 1974-1978,2026-05-02T14:53:14,1017720,1,2026-05-02,1.5,5.390000000000001
55,0GRBFjza23Im7Xb16c9AaK,0GqpoHJREPp0iuXK3HzrHk,36QJpDe2go2KgaRleHCDTp,No Quarter - Remaster,Led Zeppelin,Houses of the Holy (Remaster),2026-05-02T13:24:26,422517,2,2026-05-02,3.0,7.71
56,2sG6kG8mEDaiv7AN0TJ310,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Apparenza e realtà,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-02T12:40:23,218880,3,2026-05-02,4.5,9.98
57,702IsRAE5re0e7eBwf0LXl,1NeJ0QqKv002iYDiOCaUOA,1MD5pgVzlusqGyuSTcTxvu,Geranio,Premiata Forneria Marconi,Per Un Amico,2026-05-02T12:36:23,484000,3,2026-05-02,4.5,10.73
58,54VkF8s3BevKAX0JSwuf0O,30OBaYcCeQ71rdVWSpbTgC,7B9i94mmRUGH35kAyuUEDD,Starship Trooper/ Wurm,"Anderson, Squire, Howe",Tales Of Future And Past,2026-05-02T12:27:53,741960,6,2026-05-02,4.5,14.82
59,1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-02T12:15:23,344293,3,2026-05-02,4.5,10.4
60,6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos,L'enigma Della Vita,2026-05-02T12:09:04,687373,4,2026-05-02,4.5,12.35
61,6aJpPH5jhRicPvPkoHkcuF,4Q7cPyiP8cMIlUEHAqeYfd,36QJpDe2go2KgaRleHCDTp,In the Light - Remaster,Led Zeppelin,Physical Graffiti (Remaster),2026-05-02T12:00:20,527947,1,2026-05-02,1.5,4.779999999999999
62,7nmtVN5HhcdBPfi3oA3437,6C22QvOc4ombgUjY1M1ASN,55wOEGTc3QKwBJ9gntcOxT,Light Flight,Pentangle,Basket of Light,2026-05-02T11:55:42,194333,1,2026-05-02,1.5,3.94
63,5CGpPUcUahMuLzkNK9ZgPP,0tAMTTxU0e84QFhrNhQNIT,1CD77o9fbdyQFrHnUPUEsF,Dear Mr. Fantasy,Traffic,Mr. Fantasy,2026-05-02T11:47:47,334000,1,2026-05-02,1.5,4.38
64,6nl0oUn7TlqoUc59BOG0XS,1dbVSQR5jcw5rdngMyA3d8,7M1FPw29m5FbicYzS2xdpi,Neurotica,King Crimson,The Condensed 21st Century Guide To King Crimson (1969 - 2003),2026-05-02T11:42:16,290026,2,2026-05-02,3.0,7.37
65,6vXIkR2kEsGFPm82hWweNI,1OBtRar4d9lrRTVOdrPOMI,3UtSTTCQ0EMUQxmsfZ3Px1,Back Street Luv,Curved Air,Second Album,2026-05-02T11:37:16,216906,2,2026-05-02,3.0,7.109999999999999
66,6PnG9i1lpihdIBHHFg0M6Y,6RjHOFz283XfJ7o7RwqaIT,5U16QlMnlSAhkQxBZpLyLO,Mr Evasion,The Pretty Things,S.F. Sorrow,2026-05-02T11:33:46,210333,2,2026-05-02,3.0,7.08
67,0VLETiR8ft4wZHlCQf3UAf,2DZEwt8Lhz6PuqxsJWF7Ap,3Uz6jx81OY2J5K8Z4wmy2P,Freefall,Camel,Mirage,2026-05-02T11:30:16,352853,3,2026-05-02,3.0,8.93
68,26oHuX40kl6CbJOE2fYzp2,5KlxVQrxfXom4ttbE6trkc,3UtSTTCQ0EMUQxmsfZ3Px1,Vivaldi,Curved Air,Air Conditioning,2026-05-02T11:24:16,450560,4,2026-05-02,6.0,13.44
69,75gb1H0F5IumlnwhjnB08B,2JyNDhGhp0hiizSPuUs0i9,67ea9eGLXYMsO2eYQRui3w,Rael - Pt.1 & Pt.2,The Who,The Who Sell Out (Super Deluxe),2026-05-02T11:16:47,338826,3,2026-05-02,4.5,10.39
70,3aPHB4pU4fPbPqcoSng1K0,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,No U Turn - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-02T11:01:38,264133,3,2026-05-02,4.5,10.15
71,7l2Gh3fSaknNtzOxFuadeC,3gISC18IyM5W4fd3bVz9hk,1MD5pgVzlusqGyuSTcTxvu,Nuvole Nere,Premiata Forneria Marconi,Serendipity,2026-05-02T10:57:08,247133,3,2026-05-02,4.5,10.09
72,4796ITs2bZ9Mys2nnG37qf,0b33cACjsSPVBchGgsFGMu,4lianjyuR1tqf6oUX8kjrZ,Ermeneutica,Franco Battiato,Universi paralleli di Franco Battiato,2026-05-02T10:53:09,214213,3,2026-05-02,4.5,9.96
73,4PCwwYtVKob3Xhe4mQ6TFl,6NiJ8vCXUZoeqUIyhUDNZX,45Utoxop3UFq0Qg9YFLhx0,La Porta Chiusa,Le Orme,Uomo Di Pezza,2026-05-02T10:49:38,450826,2,2026-05-02,3.0,7.77
74,4NAP1NmknfmMkKuDi4fhxI,1uXol4dKqzMsUiqvHpwhZh,7AC976RDJzL2asmZuz7qil,Siberian Khatru - 2025 Remaster,Yes,Close to the Edge (Super Deluxe Edition),2026-05-02T10:42:08,537373,3,2026-05-02,4.5,10.83
75,7g0XgioAO3q8iBUQNoEAye,0aeV2p7ZUhm9Q2PJAizF7a,70tMW5bZT3TJUa1CWtfVkq,San Franciscan Nights,Eric Burdon & the Animals,Winds Of Change,2026-05-02T10:33:32,199373,1,2026-05-02,1.5,3.96
76,4K3cElW740S6w5wbjBjRbt,59eHxfqvwJyXhJGGtORaHv,4lianjyuR1tqf6oUX8kjrZ,Up Patriots To Arms - Remastered 2008,Franco Battiato,Patriots (2008 Remastered Edition),2026-05-02T10:29:39,305266,2,2026-05-02,3.0,7.41
77,2N5cnwXiT5AYNPsKW1BOXC,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Euphoria,NEU!,NEU!,2026-05-03T15:44:50,237666,1,2026-05-03,1.5,4.1
78,4efrN6ImDeUjgtebkmLMba,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Paradise Walk,NEU!,NEU!,2026-05-03T15:40:50,311306,1,2026-05-03,1.5,4.32
79,6mRr2nzDX9kgTuGWgMn8P2,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Wave Mother,NEU!,NEU!,2026-05-03T15:35:51,292786,1,2026-05-03,1.5,4.27
80,2Bsp8gAjwlGmYhRueRGLHu,7m6StTtrbnkaC6FkDVNnTe,2CqEOngQOOMstJupNn6Hmf,Elanoizan,NEU!,NEU!,2026-05-03T15:30:50,151466,1,2026-05-03,1.5,3.76
81,1qkp9OvCk8FjeDdEd2bKQ6,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Alpha,Vangelis,Albedo 0.39,2026-05-03T14:32:39,344293,3,2026-05-03,4.5,10.4
82,0lUBWPZWiGQEKNzayTCpxT,4RD4REp6RE2kVZ96Uf1TgB,4lianjyuR1tqf6oUX8kjrZ,Sequenze E Frequenze - Live 1988 / Remastered 2020,Franco Battiato,Giubbe Rosse (Deluxe 30th Anniversary Live & Remastered Edition / Remastered 2020),2026-05-03T10:35:26,425120,3,2026-05-03,4.5,10.6
83,6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T10:35:26,607426,5,2026-05-03,4.5,13.44
84,62Fwn4Ym39BlytL3KNBMAI,2W0juo4ye4hI0mXRqtZldr,4lianjyuR1tqf6oUX8kjrZ,The Age Of Ermafrodites,Franco Battiato,Campi Magnetici - I Numeri Non Si Possono Amare,2026-05-03T10:35:25,389320,1,2026-05-03,1.5,4.51
85,7JYDQK92DhsXpynZ2kkXfs,36EzzM52hSYnWYwsdrWPGG,6o2PxnpsrQ352kwYlEwjvR,La Mela Di Odessa,Area,Crac!,2026-05-03T10:35:25,398467,4,2026-05-03,3.0,10.32
86,2gK9dAy6TgeOYvdlspWbdU,0HoF3Ir1IYbIkvrxXrLGOB,7AC976RDJzL2asmZuz7qil,Into the Lens,Yes,Drama (Deluxe Edition),2026-05-03T10:35:25,512333,3,2026-05-03,4.5,10.78
87,6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-03T10:35:25,1006400,5,2026-05-03,6.0,15.440000000000001
88,1C7gBAgpedexfZgGFw0XoB,7BCKqUPSw6Y3Ih5Pk7otGY,7AC976RDJzL2asmZuz7qil,Sound Chaser - Single Edit,Yes,Yessingles,2026-05-03T10:35:25,189533,2,2026-05-03,3.0,6.99
89,1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-03T10:35:25,241826,5,2026-05-03,4.5,12.55
90,3fCM5oy8dWngCNyGkGnVcD,41sJTFyarp4aKHcTGjIKnU,1yTEkYjWeeo4ANkbvUTiFG,Andy Nogger,Kraan,Andy Nogger,2026-05-03T10:35:25,228800,2,2026-05-03,3.0,7.15
91,0YfCp9A9yqeITGsOwVyi51,7M2EhhKnJYcmluPNzmB35N,4P70aqttdpJ9vuYFDmf7f6,Main Sequence,Vangelis,Albedo 0.39,2026-05-03T08:50:31,489840,1,2026-05-03,1.5,4.720000000000001
92,4K3cElW740S6w5wbjBjRbt,59eHxfqvwJyXhJGGtORaHv,4lianjyuR1tqf6oUX8kjrZ,Up Patriots To Arms - Remastered 2008,Franco Battiato,Patriots (2008 Remastered Edition),2026-05-03T08:02:36,305266,2,2026-05-03,3.0,7.41
93,1d6WoMWzq2YTfGxUP94Rgy,6vUUBFECAo0oLUWfjqmXtZ,1MD5pgVzlusqGyuSTcTxvu,Bandiera Bianca,Premiata Forneria Marconi,Live In Japan 2002,2026-05-03T07:57:35,241826,5,2026-05-03,4.5,12.55
94,3pwyjVeH54ghyHkDTWUUZI,2FJaS5kootX9CkS4DxL2eW,02frazNrWgZCxUEf4UTfHt,Pilgrims - 2005 Digital Remaster,Van Der Graaf Generator,Still Life,2026-05-03T07:50:36,431786,1,2026-05-03,1.5,4.6
95,7oITpghqeYM0RfRK17efLY,7F6dgfm0QnJvDAXux6spJq,1MD5pgVzlusqGyuSTcTxvu,Cyber Alpha,Premiata Forneria Marconi,Stati Di Immaginazione,2026-05-03T07:43:10,268146,2,2026-05-03,3.0,7.3
96,3RpQJrHPISBYkIYaoL4leS,4ttC4XUinZXn3GMIQNrjFZ,7M1FPw29m5FbicYzS2xdpi,Lament,King Crimson,Starless And Bible Black,2026-05-03T06:42:09,245318,3,2026-05-03,4.5,10.09
97,04c3ZTgTH5ci7LuNSx7Wje,20dTbQRkxuOTkf3SFyaT2m,7M1FPw29m5FbicYzS2xdpi,Thela Hun Ginjeet,King Crimson,Discipline,2026-05-03T06:37:39,386520,2,2026-05-03,3.0,7.63
98,6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,In Principio,Logos,L'enigma Della Vita,2026-05-03T06:31:09,687373,4,2026-05-03,4.5,12.35
99,4PCwwYtVKob3Xhe4mQ6TFl,6NiJ8vCXUZoeqUIyhUDNZX,45Utoxop3UFq0Qg9YFLhx0,La Porta Chiusa,Le Orme,Uomo Di Pezza,2026-05-03T06:12:37,450826,2,2026-05-03,3.0,7.77
100,6mCjrBuLeqdZzvowLBQeJp,59GiU04zZYyxM3HQrunKlF,7K2LDhsZ8A4LKlLPPpcKFS,In the Stable of the Sphinx,East Of Eden,Mercator Projected,2026-05-03T06:05:07,510386,1,2026-05-03,1.5,4.75
101,3nhQ0t5o70uHAzEgYDedX2,1GOUMwPQw5xCizmD1Ixala,02frazNrWgZCxUEf4UTfHt,Man-Erg - Remastered 2021,Van Der Graaf Generator,Pawn Hearts (Deluxe),2026-05-03T05:56:07,619800,9,2026-05-03,9.0,22.54
102,0O9dtCsMTsVIo0tF8AVJQ5,3nkLkuSpD5bMzG1ibkJw5N,4RuYtHjAKBufQRqBUMiOfK,La discesa dal treno,Banco Del Mutuo Soccorso,Transiberiana (Bonus Tracks Version),2026-05-03T05:46:07,375225,3,2026-05-03,4.5,10.48
103,6rbLGESJIt0IdCWcrXtrFK,1Apj3GZ0D7l94CFA5qInjr,4RuYtHjAKBufQRqBUMiOfK,L'Evoluzione,Banco Del Mutuo Soccorso,Darwin (1991 Edition),2026-05-03T05:39:41,1006400,5,2026-05-03,6.0,15.440000000000001
104,6eUnY12Nd9TVWlbBnFQRCw,6wI2sLcBmYzYQd9LFfkbhy,2CqEOngQOOMstJupNn6Hmf,Hallogallo,NEU!,NEU!,2026-05-03T05:22:37,607426,5,2026-05-03,4.5,13.44
